review,rating,sentiment,review_processed,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
SHOPPE UDAH GOOD TAPI MIN KNP SEKARANG COD ADA BIAYA PENANGANAN NYA SIH�������� MANA GAK TETEP LAGI TERGANTUNG NOMINAL BELANJAAN NYA SEDIH SIH PADAHAL DULU COD GAK ADA BIAYA PENANGANAN ������ SORRY JADI BINTANG 3 MIN ��,3,1,shoppe cod biaya tangan tetep gantung nominal belanja sedih cod biaya tangan sorry bintang,813,3.0,0.4717,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['shoppe', 'cod', 'biaya', 'tangan', 'tetep', 'gantung', 'nominal', 'belanja', 'sedih', 'cod', 'biaya', 'tangan', 'maaf', 'bintang']"
Barangnya kok gak sesuai sama yg di foto ya. Kalo barang yg sudah di beli bisa di kembalikan gak ?,3,1,barang sesuai foto barang beli,814,2.0,0.994,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['barang', 'sesuai', 'foto', 'barang', 'beli']"
"Dari dulu saya berlangganan jd.id alhamdulillah sllu puas,dr mulai keperluar rmh,sampe keperluan anak...tapi sekarang mls dikit"" ongkir masa 1toko ongkirnya dobel...��",3,1,langgan sllu rmh sampe anak mls dikit ongkir toko ongkirnya dobel,815,3.0,0.7318,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['langgan', 'sllu', 'rumah', 'sampai', 'anak', 'malas', 'dikit', 'ongkir', 'toko', 'ongkir', 'dobel']"
Orang lagi nyari barang contoh hp yg kluar casingnya di scrol Ampe bawah gk ada hpnya gimana si yg muncul cassan apalah,3,1,nyari barang contoh hp kluar casingnya scrol ampe hpnya muncul cassan,816,2.0,0.4887,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['cari', 'barang', 'contoh', 'handphone', 'kluar', 'casingnya', 'scrol', 'ampe', 'hpnya', 'muncul', 'cassan']"
"Tolong di bantu min saya kmrin mau jualan lewat live streeming bisa trus tiba2 keluar sendiri mulu,pas mau balik lgi mau live streeming lagi ,fitur live streeming ny udah gak ada ,gimana cara biar fitur live streeming di shopee balik lagi?",3,1,tolong kmrin jual live streeming mulu pas live streeming fitur live streeming ny fitur live streeming shopee,817,3.0,0.8078,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['tolong', 'kmrin', 'jual', 'live', 'streeming', 'melulu', 'pas', 'live', 'streeming', 'fitur', 'live', 'streeming', 'ny', 'fitur', 'live', 'streeming', 'aplikasi']"
Tolomg admin dihapus untuk akun akun yang promo di dalam diskusi itu sangat mengganggu!,3,1,tolomg admin hapus akun akun promo diskusi ganggu,818,0.0,0.6397,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['tolomg', 'admin', 'hapus', 'akun', 'akun', 'promo', 'diskusi', 'ganggu']"
"Kenapa lazpaylater saya tidak bisa dipake ya, pas mau cekout pake paylater nya selalu muncul sistem bermasalah terus, itu kenapa ya? Padahal sudah tidak punya cicilan,",3,1,lazpaylater dipake pas cekout pake paylater muncul sistem cicil,819,3.0,0.523,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['lazpaylater', 'dipake', 'pas', 'cekout', 'pakai', 'paylater', 'muncul', 'sistem', 'cicil']"
"Gatau kenapa susah banget diperbaharui aplikasi nya. Jadi sudah mau jualan , gak bisa malah.. ��",3,1,susah baharu aplikasi jual,820,0.0,0.692,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['susah', 'baru', 'aplikasi', 'jual']"
Bintang 3 dlu setelah pesanan sampai langsng ku tambaihin bintangnya terimaksih,3,1,bintang pesan langsng tambaihin bintang terimaksih,821,0.0,0.745,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['bintang', 'pesan', 'langsng', 'tambaihin', 'bintang', 'terimaksih']"
"Order tgl 4 mei tgl 8 mei baru dikirim seller, sampai saat ini saya belum menerima paketnya, di statusnya tgl 10 mei masuk fasilitas logistik bogor, udah gtu terus g ada perubahan status sampe mananya lagi. Di lazada g ada batas waktu barang dikirim atau diterimanya ya? Harusnya ada donk, klo terlalu lama gini kan merugikan pembeli.",3,1,order tgl mei tgl mei kirim seller paket status tgl mei fasilitas logistik bogor gtu ubah status sampe lazada batas barang kirim gin rugi beli,822,3.0,0.6726,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['order', 'tanggal', 'mei', 'tanggal', 'mei', 'kirim', 'seller', 'paket', 'status', 'tanggal', 'mei', 'fasilitas', 'logistik', 'bogor', 'gtu', 'ubah', 'status', 'sampai', 'aplikasi', 'batas', 'barang', 'kirim', 'gin', 'rugi', 'beli']"
"Kenapa sih sekarang gratis ongkir rp 0 ga ada, sini udah matok harga buat di jual mlh gonta ganti persepsi terus, dulu gratis ongkir 20k jadi 15 sekarang ga ada pusing nih",3,1,gratis ongkir rp matok harga jual mlh gonta ganti persepsi gratis ongkir pusing,823,3.0,0.8437,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['gratis', 'ongkir', 'rp', 'matok', 'harga', 'jual', 'mlh', 'gonta', 'ganti', 'persepsi', 'gratis', 'ongkir', 'pusing']"
Masaa tiap mau dipake kudu update. Yang bener ajaaaaa,3,1,masaa dipake kudu update bener ajaaaaa,824,0.0,0.6617,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['masaa', 'dipake', 'harus', 'update', 'benar', 'ajaaaaa']"
mohon dipercepat lagi pengirimannya y����,3,1,cepat kirim,825,3.0,0.9853,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['cepat', 'kirim']"
"Baru saja mengirim foto baru ke dalam hati. Dan aku tidak akan pernah bisa. Tapi, saya akan coba",3,1,kirim foto hati,826,2.0,0.6535,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['kirim', 'foto', 'hati']"
Fasilitas paylaternya sampai sekarang kenapa terblokir ya? Apakah sistem keamanannya belum diperbaiki?,3,1,fasilitas paylaternya blokir sistem aman,827,0.0,0.745,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['fasilitas', 'paylaternya', 'blokir', 'sistem', 'aman']"
Kenapa saya hanya mendapat gratis ongkir shopee pay/shopee pay later? Saya ingin volume gratis ongkir diluar pulau jawa. Mohon bantuannya,3,1,gratis ongkir shopee pay shopee pay later volume gratis ongkir pulau jawa,828,3.0,0.7178,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['gratis', 'ongkir', 'aplikasi', 'bayar', 'aplikasi', 'bayar', 'later', 'volume', 'gratis', 'ongkir', 'pulau', 'jawa']"
"Setelah update, jd susah buka aplikasinya, knp yaa pdhl mau liat belanjaan saya, jd g bisa..",3,1,update susah aplikasi pdhl belanja,829,0.0,0.7072,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['update', 'susah', 'aplikasi', 'pdhl', 'belanja']"
kenapa sekarang shopee ga bisa lihat toko selalu di kembalikan ke halaman utama.,3,1,shopee toko halaman utama,830,2.0,0.5809,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['aplikasi', 'toko', 'halaman', 'utama']"
"Sekarang shopee gk kaya dulu lg, pengiriman jadi no 1 lambatnya... Pesanan udah 10 hari gk sampe2 terus... Udah mau bangkrut x yah",3,1,shopee kaya lg kirim no lambat pesan sampe bangkrut,831,3.0,0.7074,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'kaya', 'lagi', 'kirim', 'no', 'lambat', 'pesan', 'sampai', 'bangkrut']"
Saya kasih 3 karena makin kesini aplikasinya berat dibuka dan lama loding,3,1,kesini aplikasi berat loding,832,3.0,0.5755,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['kesini', 'aplikasi', 'berat', 'loding']"
Sementara qw kasi 3 bintang karna baru petama,3,1,qw kasi bintang petama,833,0.0,0.9853,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['qw', 'kasi', 'bintang', 'petama']"
Saya sudah berikan rating & ulasan knp sertifikat belum keluar untuk prakerja,3,1,ikan rating ulas sertifikat,834,0.0,0.7067,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['ikan', 'rating', 'ulas', 'sertifikat']"
"Aplikasi minta update, tapi login tidak bisa. Payah",3,1,aplikasi update login,835,0.0,0.9901,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['aplikasi', 'update', 'login']"
Tambahkan fitur hubungi kurir / ekspedisi,3,1,fitur hubung kurir ekspedisi,836,3.0,0.9926,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['fitur', 'hubung', 'kurir', 'ekspedisi']"
"Tolong sih metode cod ku di kembalikan,kenapa aku yg di salahin atas pekek gagal kirim,sedangkan itu ksalahan kurur dri jasa sicepat,sebelumnya pkek jasa ninja sllu di antar ke rumah,dan dgn jasa sicepat di suruh ambil ke kantor,dan itu gk cma skli,gliran gk di ambil di gagalin dgn sepihak,tolong dong di perbaiki lgi metode cod ku.",3,1,tolong metode cod salahin kek gagal kirim ksalahan kurur jasa sicepat pkek jasa ninja sllu rumah jasa sicepat suruh ambil kantor cma skli gliran ambil gagalin tolong metode cod,837,3.0,0.6679,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['tolong', 'metode', 'cod', 'salahin', 'seperti', 'gagal', 'kirim', 'ksalahan', 'kurur', 'jasa', 'kurir', 'pkek', 'jasa', 'ninja', 'sllu', 'rumah', 'jasa', 'kurir', 'suruh', 'ambil', 'kantor', 'cma', 'skli', 'gliran', 'ambil', 'gagalin', 'tolong', 'metode', 'cod']"
Sebelnya shopee bagi aing cm 1. Kalo di feed suka beralih ke laman lain padahal ga mencet apa2,3,1,sebel shopee feed alih laman mencet,838,2.0,0.9853,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['sebel', 'aplikasi', 'feed', 'alih', 'laman', 'mencet']"
Kuberi 3 dulu nanti klo barangnya sesuai pesanan saya dan di vidionya baru aku beri bintang 5,3,1,barang sesuai pesan vidionya bintang,839,2.0,0.7167,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['barang', 'sesuai', 'pesan', 'vidionya', 'bintang']"
"Sopheenya sih bagus,tapi kenapa mesti log in lagi sudah berlangganan lama",3,1,sopheenya mesti log langgan,840,0.0,0.6612,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['sopheenya', 'mesti', 'log', 'langgan']"
"Semenjak jasa pengiriman dipilih random jadi makin lama ngirimnya apalagi kalo dapet shopee express kurir lelet,hari minggu libur smua gak kyk ekspedisi lain trus cmn shpee express yg durasi pengantaran sampe"" 1 minggu yg lain 3 hsri pdahal barang kecil dan kurirnya keliatan mulu djln",3,1,jasa kirim pilih random ngirimnya shopee express kurir lelet minggu libur ekspedisi cmn shpee express durasi sampe minggu hsri pdahal barang kurir mulu djln,841,3.0,0.7543,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['jasa', 'kirim', 'pilih', 'random', 'ngirimnya', 'aplikasi', 'express', 'kurir', 'lambat', 'minggu', 'libur', 'ekspedisi', 'cmn', 'shpee', 'express', 'durasi', 'sampai', 'minggu', 'hsri', 'pdahal', 'barang', 'kurir', 'melulu', 'djln']"
Saya baru aja pengen download buat cari sepatu branded ori. Ehalah.. ternyata bintang satu ulasanya bikin saya mental... tuiiing..... tuiinng.... sory Zalora,3,1,ken download cari sepatu branded ori ehalah bintang ulasanya bikin mental tuiiing tuiinng sory zalora,842,0.0,0.6485,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['ken', 'unduh', 'cari', 'sepatu', 'branded', 'asli', 'ehalah', 'bintang', 'ulasanya', 'bikin', 'mental', 'tuiiing', 'tuiinng', 'maaf', 'aplikasi']"
"Pengiriman barang cepat, hari ini order, besok barang sudah diterima. 
Kualitas barang lumayan bagus sesuai dengan harga",3,1,kirim barang cepat order besok barang kualitas barang sesuai harga,843,2.0,0.5328,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['kirim', 'barang', 'cepat', 'order', 'besok', 'barang', 'kualitas', 'barang', 'sesuai', 'harga']"
Pokoknya ada masalahnya tapi bingung jelasinnya gimana.,3,1,bingung jelasinnya,844,0.0,0.9712,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['bingung', 'jelasinnya']"
Mimin ini knapa engga bisa COD Aduh perbaiki lah,3,1,mimin engga cod aduh,845,3.0,0.9901,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['mimin', 'engga', 'cod', 'aduh']"
Enak shopeee yang dulu vitur nya sekarang vocer yang biasa setiap bulan nya aga berkurang banyak yang hilang seperti vocer cod,3,1,shopeee vitur vocer aga hilang vocer cod,846,3.0,0.7783,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['shopeee', 'vitur', 'voucher', 'aga', 'hilang', 'voucher', 'cod']"
kasih bintang 3 dulu .. klo barang nya bagus bintang 5,3,1,bintang barang bintang,847,2.0,0.9901,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['bintang', 'barang', 'bintang']"
"Kesel deehh barang2 kesukaan aku ,,yg udh aku masukkin keranjang..di hapus ,,udh gitu di cari produk tidak tersedia..gmna siihh...padahal aku suka banget belanja di shopee..hampir semua koleksi pakaian dll beli shopee..kecewa bangett !",3,1,kesel deehh barang masukkin keranjang hapus cari produk sedia siihh belanja shopee koleksi pakai beli shopee bangett,848,2.0,0.6597,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['kesel', 'deehh', 'barang', 'masukkin', 'keranjang', 'hapus', 'cari', 'produk', 'sedia', 'siihh', 'belanja', 'aplikasi', 'koleksi', 'pakai', 'beli', 'aplikasi', 'bangett']"
Sudah mulai banyak toko kurang amanah....Pengaduan kurang solusi....Tolong diperbaiki lagi sistem dan sortir kembali toko2 yg tidak amanah,3,1,toko amanah adu solusi tolong sistem sortir toko amanah,849,2.0,0.534,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['toko', 'amanah', 'adu', 'solusi', 'tolong', 'sistem', 'sortir', 'toko', 'amanah']"
Kasih 3 dulu Soalny baru dowlod,3,1,soalny dowlod,850,0.0,0.25,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['soalny', 'dowlod']"
Barangnya bagus berkualitas pengiriman lumayan cepat,3,1,barang kualitas kirim cepat,851,3.0,0.5602,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['barang', 'kualitas', 'kirim', 'cepat']"
Belanja praktis....,3,1,belanja praktis,852,2.0,0.9853,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['belanja', 'praktis']"
"Menurut saya Tokopedia makin mundur & sedikit aneh seperti ada masalah antara tokped dengan ekspedisi, yang ujung-ujungnya konsumen dirugikan. Pengiriman lama banget, sejak posisi barang sudah di kota penerima aja, baru nyampe ke alamat lama. Historinya muter-muter, hari ini antar besok transit. Begitu seterusnya...",3,1,tokopedia mundur aneh ekspedisi ujung ujung konsumen rugi kirim posisi barang kota nyampe alamat histori muter muter besok transit,853,3.0,0.7642,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'mundur', 'aneh', 'ekspedisi', 'ujung', 'ujung', 'konsumen', 'rugi', 'kirim', 'posisi', 'barang', 'kota', 'nyampe', 'alamat', 'histori', 'muter', 'muter', 'besok', 'transit']"
Ongkirnya mahal banget trs vocer nya ga bisa digunain kecewa parah pakai Shopee masih bagus apk sebelah��,3,1,ongkirnya mahal trs vocer digunain pakai shopee apk belah,854,3.0,0.9963,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['ongkir', 'mahal', 'terus', 'voucher', 'digunain', 'pakai', 'aplikasi', 'aplikasi', 'belah']"
"Plis, ini kenapa dah, masak mau transfer Shopeepay nggak bisa, padahal udah make sidik jari berhasil, eh masih disuruh masukin pin, okey ku masukin lah ya, tapi kok nggak isoh? Padahal udah bener lho? Aku kudu ottoke?",3,1,plis masak transfer shopeepay make sidik jari hasil suruh masukin pin masukin isoh bener kudu ottoke,855,0.0,0.6247,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['plis', 'masak', 'transfer', 'ewallet', 'pakai', 'sidik', 'jari', 'hasil', 'suruh', 'masukkan', 'pin', 'masukkan', 'isoh', 'benar', 'harus', 'ottoke']"
Ka mohon maaf aplikasi ini bagus tapi aku pesan paket mau dilacak terus ga bisa padahal ada internet nya mohon diparbaiki lagi ya,3,1,ka maaf aplikasi pesan paket lacak internet diparbaiki,856,3.0,0.5179,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['kakak', 'maaf', 'aplikasi', 'pesan', 'paket', 'lacak', 'internet', 'diparbaiki']"
Saya sdh sering belanja awalnya gk ada ongkir tp skarang dikenakan ongkir 10.000 barang jg lm sampainya.,3,1,belanja ongkir skarang ongkir barang jg lm,857,3.0,0.7956,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['belanja', 'ongkir', 'skarang', 'ongkir', 'barang', 'juga', 'lm']"
"Bintangnya aku tambahin 1, jadi full 5 star. Kuponnya sangat luar biasa sekali, sangat mengagumkan,... Edit: Bintang aku kurangi 2 ya, pelanggan lama g jd prioritas lagi. Gratis ongkirnya berkurang 90%",3,1,bintang tambahin full star kupon kagum edit bintang langgan prioritas gratis ongkirnya,858,3.0,0.5386,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['bintang', 'tambahin', 'full', 'star', 'kupon', 'kagum', 'edit', 'bintang', 'langgan', 'prioritas', 'gratis', 'ongkir']"
Saya ubah ratingnya Krn sistem jasa pengirimannya berubah...dan ongkirnya tambah mahal,3,1,ubah ratingnya sistem jasa kirim ubah ongkirnya mahal,859,3.0,0.9963,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['ubah', 'ratingnya', 'sistem', 'jasa', 'kirim', 'ubah', 'ongkir', 'mahal']"
Mohon maaf sblmnya sy hny mngasih bintang 3 krn mnrt sy apk ini kurng baik krna sya ditipu oleh slah satu toko yang ada dilazada...,3,1,maaf sblmnya mngasih bintang mnrt apk kurng krna sya tipu slah toko dilazada,860,0.0,0.6494,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['maaf', 'sblmnya', 'mngasih', 'bintang', 'mnrt', 'aplikasi', 'kurang', 'krna', 'sya', 'tipu', 'slah', 'toko', 'dilazada']"
"Saya mengembalikan sepatu,dengan uang. Dan syarat syarat yang sudah ditentukan. saya mengembalikan barang tanggal 28 juni, namun sampai sekarang, uang saya kembali. mohon kebijakan zalora untuk ini. Terimakasih",3,1,sepatu uang syarat syarat barang juni uang bijak zalora,861,2.0,0.3991,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['sepatu', 'uang', 'syarat', 'syarat', 'barang', 'juni', 'uang', 'bijak', 'aplikasi']"
Mana aplikasi nya jangn lupa download ya gaya,3,1,aplikasi jangn lupa download gaya,862,3.0,0.6151,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'jangn', 'lupa', 'unduh', 'gaya']"
Gratis ongkir nya berkurang terooss.. sekarang dapatnya cuma 1 aja. ����,3,1,gratis ongkir terooss,863,3.0,0.9853,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['gratis', 'ongkir', 'terooss']"
aku 100% suka banget sama layanan tokopedia ini bagus bamget diaternya juga sesuai pesanan thank you tokopedia,3,1,layan tokopedia bamget diaternya sesuai pesan tokopedia,864,2.0,0.7067,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['layan', 'aplikasi', 'bamget', 'diaternya', 'sesuai', 'pesan', 'aplikasi']"
Maaf sya ganti bintang 3 karena tdk ada menu dropship,3,1,maaf sya ganti bintang menu dropship,865,0.0,0.994,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['maaf', 'sya', 'ganti', 'bintang', 'menu', 'dropship']"
"Tolong dong agar video streaming toko bisa dihentikan otomatis, memakan banyak kuota data internet kalo aktif otomatis sangat menggangu",3,1,tolong video streaming toko henti otomatis makan kuota data internet aktif otomatis menggangu,866,0.0,0.3804,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['tolong', 'video', 'streaming', 'toko', 'henti', 'otomatis', 'makan', 'kuota', 'data', 'internet', 'aktif', 'otomatis', 'menggangu']"
