review,rating,sentiment,review_processed,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
"Lazada,knp kok waktu mau milih untuk pembayaran itu tulisan nya kesalahan jaringan,padahal signal saya bagus kok,masa cuman bisa COD doang,kan aneh",1,0,lazada milih bayar tulis salah jaring signal cuman cod aneh,527,3.0,0.7213,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'milih', 'bayar', 'tulis', 'salah', 'jaring', 'signal', 'cuman', 'cod', 'aneh']"
"Byk penipuan, siapa aja bsa bkak tko tnpa di selidiki pihak lazada. Barang yg d jual byk yg ga sesuai fto., strategi marketing penipuan tingkt tinggi. Dah 3 tahun setia ama lazada. Pas tahun ini berat. Byk tukang tipu.",1,0,tipu bsa bkak tko tnpa selidik lazada barang jual sesuai fto strategi marketing tipu tingkt setia lazada pas berat tukang tipu,528,2.0,0.8887,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['tipu', 'bisa', 'bkak', 'tko', 'tnpa', 'selidik', 'aplikasi', 'barang', 'jual', 'sesuai', 'fto', 'strategi', 'marketing', 'tipu', 'tingkt', 'setia', 'aplikasi', 'pas', 'berat', 'tukang', 'tipu']"
Bintangnya dikurangin Kecewa bangeettt Koin nya berkurang terus Apalagi pas review selalu disembunyikan adm shopee katanya tidak sopan pdhal bintang 5 terus komennya juga bagus Pindah sebelah aja deh,2,0,bintang rangin bangeettt koin pas review sembunyi adm shopee sopan pdhal bintang komennya pindah belah,529,3.0,0.4337,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['bintang', 'rangin', 'bangeettt', 'koin', 'pas', 'review', 'sembunyi', 'adm', 'aplikasi', 'sopan', 'pdhal', 'bintang', 'komentar', 'pindah', 'belah']"
setiap checkout error terus gimana sih,1,0,checkout error,530,0.0,0.4951,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['checkout', 'error']"
Kurangi belanja di Shopee di karna kan selalu berubah ubah,2,0,belanja shopee ubah ubah,531,0.0,0.598,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['belanja', 'aplikasi', 'ubah', 'ubah']"
Apk blanja terburuk baru ganti nomor malah ga bisa pake kode voucher Uninstall apk buruk ini,1,0,apk blanja ganti nomor pake kode voucher uninstall apk,532,0.0,0.642,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['aplikasi', 'belanja', 'ganti', 'nomor', 'pakai', 'kode', 'voucher', 'uninstall', 'aplikasi']"
Udah selesai download aplikasi shopee nya ehh kok ulang lagi download nya jadi males .,1,0,download aplikasi shopee ehh ulang download males,533,0.0,0.7856,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['unduh', 'aplikasi', 'aplikasi', 'ehh', 'ulang', 'unduh', 'males']"
"Pelayanan buruk, call center tidak sopan.",1,0,layan call center sopan,534,2.0,0.7316,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['layan', 'call', 'center', 'sopan']"
Banyak penipu di lazada yg di pesan apa yg dateng yg lain,1,0,tipu lazada pesan dateng,535,2.0,0.7011,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['tipu', 'aplikasi', 'pesan', 'dateng']"
"Sangat kecewa,tk sesuai dg apa yg di koar2kan",1,0,tk sesuai koar,536,2.0,0.9853,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['tk', 'sesuai', 'teriak']"
Kenapa shopeepaylater saya ga muncul padahal udah sering belanja ?,1,0,shopeepaylater muncul belanja,537,0.0,0.4951,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['shopeepaylater', 'muncul', 'belanja']"
"kak gimana caranya mengembalikan akun lazada saya,aplikasi lazada saya kehapus,tolong donk,gimana caranya ini",1,0,akun lazada aplikasi lazada hapus tolong,538,0.0,0.995,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['akun', 'aplikasi', 'aplikasi', 'aplikasi', 'hapus', 'tolong']"
App yang tidak masuk akal,1,0,app akal,539,3.0,0.9853,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'akal']"
sekarang gak bisa cod.huh malas,1,0,cod huh malas,540,3.0,0.9853,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['cod', 'huh', 'malas']"
"2x saya topup kuota data dan pulsa, tp 2x itu cashback nya gak masuk coinnya, kemana hilangnya coin saya? Tolong di perbaiki, kualitas dan pelayanan mulai menurun....",2,0,topup kuota data pulsa cashback coinnya hilang coin tolong kualitas layan turun,541,3.0,0.4968,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['topup', 'kuota', 'data', 'pulsa', 'cashback', 'coinnya', 'hilang', 'coin', 'tolong', 'kualitas', 'layan', 'turun']"
Barang y asli gk y?,1,0,barang asli,542,2.0,0.9853,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['barang', 'asli']"
Gratis ongkir udh mulai jarang.. harga suka lbh mahal dr aplikasi sebelah.. isi shopeepay pun kena admin..duh makin males banget,2,0,gratis ongkir jarang harga lbh mahal aplikasi belah isi shopeepay admin males,543,3.0,0.902,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['gratis', 'ongkir', 'jarang', 'harga', 'lbh', 'mahal', 'aplikasi', 'belah', 'isi', 'ewallet', 'admin', 'males']"
saya ikut pelatihan tgl 23 agustus 2020 dan telah selesai pada hari itu sampai sekarang tanggal 01 september 2020 sertifikat gak sampai sampai di daskboard tanya tokopedia apakah lembaga pelatihan (ini) sudah mengirimkan pada pihak toped e malah dijawab sama bot sistem ... tanya lagi e malah jawabannya sama meski diatas ada nama csnya ..... tanya apa dijawab apa tak pernah nyambung.... out of the ring.... saya sudah males sudah chat pribadi jawaban tak nyambung sama pertanyaan....,1,0,latih tgl agustus september sertifikat daskboard tokopedia lembaga latih kirim bot sistem nama csnya nyambung out ring males chat pribadi nyambung,544,3.0,0.3344,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['latih', 'tanggal', 'agustus', 'september', 'sertifikat', 'daskboard', 'aplikasi', 'lembaga', 'latih', 'kirim', 'bot', 'sistem', 'nama', 'csnya', 'nyambung', 'out', 'ring', 'males', 'chat', 'pribadi', 'nyambung']"
Sekarang untuk dapat free ongkir susah.. pdhl dulu belanj 120 rb uda free ongkir skrg tetep cmn kepotong 10 rb.. pdhl pilihan vouchernya adanya yg 30rb.. jd mls mau belanja lg..,2,0,free ongkir susah pdhl belanj rb uda free ongkir skrg tetep cmn potong rb pdhl pilih vouchernya rb mls belanja lg,545,3.0,0.897,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['free', 'ongkir', 'susah', 'pdhl', 'belanj', 'ribu', 'uda', 'free', 'ongkir', 'sekarang', 'tetep', 'cmn', 'potong', 'ribu', 'pdhl', 'pilih', 'vouchernya', 'ribu', 'malas', 'belanja', 'lagi']"
Saat saya lihat di produknya ada tulisa COD dan saat saya pilih pengirimnya juga COD tapi kenapa saat saya pilih pembayarannya tidak ada COD?,1,0,produk tulisa cod pilih kirim cod pilih bayar cod,546,3.0,0.8458,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['produk', 'tulisa', 'cod', 'pilih', 'kirim', 'cod', 'pilih', 'bayar', 'cod']"
Semuanya jelekk masa katanya belanja seluruh dunia tapi pas aku cari barang Korea kok gak ada Aplikasi yg sungguh tidak membatu,1,0,jelekk belanja dunia pas cari barang korea aplikasi sungguh batu,547,3.0,0.3917,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['jelekk', 'belanja', 'dunia', 'pas', 'cari', 'barang', 'korea', 'aplikasi', 'sungguh', 'batu']"
"gak jelas lazada.. sering eror dan tak bisa batal pesanan, gak bisa di apa apain, jangan download,, bahkan contak us gak bisa membantu",1,0,lazada eror batal pesan apain download contak us,548,3.0,0.5643,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'eror', 'batal', 'pesan', 'apain', 'unduh', 'contak', 'us']"
Saya habis upgrade versi terbaru. Dan setelah saya gunakan belanja ternyata cashback nya berubah menjadi toko poin bukan lagi ovo poin. Ini sangat membuat saya menjadi males menggunakan tokopedia karna cashback toko poin tidak bisa di gunakan di aplikasi grab.. Saya harap Tokopedia mau merubah lagi cashback menjadi ovo poin. Biar para pengguna tokopedia lebih nyaman.,2,0,habis upgrade versi belanja cashback ubah toko poin ovo poin males tokopedia cashback toko poin aplikasi harap tokopedia rubah cashback ovo poin tokopedia,549,0.0,0.4418,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['habis', 'upgrade', 'versi', 'belanja', 'cashback', 'ubah', 'toko', 'poin', 'ewallet', 'poin', 'males', 'aplikasi', 'cashback', 'toko', 'poin', 'aplikasi', 'harap', 'aplikasi', 'rubah', 'cashback', 'ewallet', 'poin', 'aplikasi']"
Saya sangat tidak puas....karena barang sampai sekarang belum di proses.padahal sudah saya selesaikan pembayarannya.,1,0,barang proses bayar,550,3.0,0.9901,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['barang', 'proses', 'bayar']"
"Lingkungan keamanan masih kurang, tidak seperti situs online shop yang lain, dan masih banyak produk-produk KW/tiruan #barangpalsu",2,0,lingkung aman situs online shop produk produk kw tiru barangpalsu,551,2.0,0.9957,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['lingkung', 'aman', 'situs', 'online', 'shop', 'produk', 'produk', 'imitasi', 'tiru', 'barangpalsu']"
"Transaksi gagal terus, kupon tiba-tiba hangus padahal transaksinya dibatalakan sama tokopedia sendiri. Aplikasinya makin jelek aja, kalo mau maju buat costumer nyaman lah jangan malah bikin ribet bikin emosi",1,0,transaksi gagal kupon hangus transaksi dibatalakan tokopedia aplikasi maju costumer bikin ribet bikin emosi,552,1.0,0.4478,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['transaksi', 'gagal', 'kupon', 'hangus', 'transaksi', 'dibatalakan', 'aplikasi', 'aplikasi', 'maju', 'costumer', 'bikin', 'ribet', 'bikin', 'emosi']"
Habis update skrg kok jadi gratis ongkir di pembelian min 120rb ..auto pindah tokopedia,1,0,habis update skrg gratis ongkir beli rb auto pindah tokopedia,553,3.0,0.6323,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['habis', 'update', 'sekarang', 'gratis', 'ongkir', 'beli', 'ribu', 'auto', 'pindah', 'aplikasi']"
mohon maaf tanya mau isih saldo kok kode top up tdk muncul kok yg keluar sedang d proses gt jd terpaksa cari aplikasi lain...,1,0,maaf isih saldo kode up muncul proses paksa cari aplikasi,554,0.0,0.6069,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['maaf', 'isih', 'saldo', 'kode', 'up', 'muncul', 'proses', 'paksa', 'cari', 'aplikasi']"
Tokped update nya maksa Masa disuruh milih update atau tutup kalo klik tutup gak bisa dibuka apknya,2,0,update maksa suruh milih update tutup klik tutup apknya,555,0.0,0.5893,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['update', 'maksa', 'suruh', 'milih', 'update', 'tutup', 'klik', 'tutup', 'aplikasi']"
"Parah ongkir mahal, giliran bebas ongkir giliran pesen ongkir tinggi, cod jg g bisa",1,0,ongkir mahal gilir bebas ongkir gilir sen ongkir cod jg,556,3.0,0.997,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['ongkir', 'mahal', 'gilir', 'bebas', 'ongkir', 'gilir', 'sen', 'ongkir', 'cod', 'juga']"
Busuk.. Sya daftar prakerja nyesel udah pkai tokopedia,1,0,busuk sya daftar pkai tokopedia,557,0.0,0.7666,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['busuk', 'sya', 'daftar', 'pkai', 'aplikasi']"
Bayar 43500 cuma dapat kalung biasa yg beli 200an sma dpat masker 1 kcewa gk sesuay ktnya dpat musik book sma hadset,1,0,bayar kalung beli sma dpat masker kcewa sesuay ktnya dpat musik book sma hadset,558,3.0,0.5696,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['bayar', 'kalung', 'beli', 'sama', 'dpat', 'masker', 'kcewa', 'sesuay', 'ktnya', 'dpat', 'musik', 'book', 'sama', 'hadset']"
Terimakasih Tokopedia tidak memberikan solusi sama sekali...,1,0,tokopedia solusi,559,1.0,0.9853,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'solusi']"
"Saya tidak bisa pasang nomor. Padahal belum pernah daftar. Tapi,katanya nomor sudah terdaftar.",1,0,pasang nomor daftar nomor daftar,560,0.0,0.7956,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['pasang', 'nomor', 'daftar', 'nomor', 'daftar']"
Transaksi yg meribetkan,1,0,transaksi meribetkan,561,1.0,0.9712,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['transaksi', 'meribetkan']"
"Waktu verifikasi kode kenapa salah terus padahal masukin nomer verif nya udah bener, diulang terus sampek pinalty 50 mnt",1,0,verifikasi kode salah masukin nomer verif bener ulang sampek pinalty mnt,562,0.0,0.8375,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['verifikasi', 'kode', 'salah', 'masukkan', 'nomer', 'verif', 'benar', 'ulang', 'sampek', 'pinalty', 'minta']"
Apa gak ada geratis satu hari untuk beli,1,0,gerat beli,563,2.0,0.9853,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['gerat', 'beli']"
bagai mna pemesanan di lasada ini saya pesan sendal pakalolo di kirim sndal Dianaya emang di sini gak benar,1,0,mna mesan pesan sendal pakalolo kirim sndal dianaya,564,3.0,0.745,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['mna', 'mesan', 'pesan', 'sendal', 'pakalolo', 'kirim', 'sndal', 'dianaya']"
knpa tidk dpt menginstal aplikasi ini joohhhhhh,1,0,knpa tidk menginstal aplikasi joohhhhhh,565,0.0,0.527,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['kenapa', 'tidk', 'menginstal', 'aplikasi', 'joohhhhhh']"
"Min ini toped knp jd lemot bgt bukanya,giliran udh tebuka tb2 jaringan terputus pdhal kuota baru isi. Signal ada gmn ni",1,0,lot gilir tebuka tb jaring putus pdhal kuota isi signal gmn,566,0.0,0.6155,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['lemot', 'gilir', 'tebuka', 'tb', 'jaring', 'putus', 'pdhal', 'kuota', 'isi', 'signal', 'gmn']"
Saya kasi bintang satu karena gambar tak bisa di download seperti aplikasi tokopedia sebelumnya. saya tidak ingin screen shoot karena sperti mengambil foto tanpa izin,1,0,kasi bintang gambar download aplikasi tokopedia screen shoot sperti ambil foto izin,567,0.0,0.7232,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['kasi', 'bintang', 'gambar', 'unduh', 'aplikasi', 'aplikasi', 'screen', 'shoot', 'sperti', 'ambil', 'foto', 'izin']"
"Koneksine super lola..... Game, yutube, sosial media, marketplace lain lancar. Cuma aplikasi ini, mau search susah. Boro² search, halaman beranda aja kgk muncul. Makin kesini kok malah tambah lemotttt.... Males jdiny kalau order.",1,0,koneksine super lola game yutube sosial media marketplace lancar aplikasi search susah boro search halaman beranda kgk muncul kesini lemotttt males jdiny order,568,3.0,0.4069,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['koneksine', 'super', 'lemot', 'game', 'yutube', 'sosial', 'media', 'marketplace', 'lancar', 'aplikasi', 'search', 'susah', 'boro', 'search', 'halaman', 'beranda', 'kgk', 'muncul', 'kesini', 'lemotttt', 'males', 'jdiny', 'order']"
"Say suka dengan aplikasi tokopedia... Tapi.... Kalau mau ngeiklan, gak usah kelewatan bohong, Dosa bro.... Katanya bebas ongkir 0 rupiah keseluruh indonesia, tpi bohong..... Bebas ongkir extra hnya di tanggung 150 rb aja.. selebihnya di tanggung pembeli... ������.. klau mau ngeiklan yg wajar2 aja kata-katanya gk perlu berlebihan....",2,0,say aplikasi tokopedia ngeiklan bohong dosa bebas ongkir rupiah indonesia tpi bohong bebas ongkir extra hnya tanggung rb tanggung beli klau ngeiklan wajar,569,3.0,0.8428,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['say', 'aplikasi', 'aplikasi', 'ngeiklan', 'bohong', 'dosa', 'bebas', 'ongkir', 'rupiah', 'indonesia', 'tapi', 'bohong', 'bebas', 'ongkir', 'extra', 'hanya', 'tanggung', 'ribu', 'tanggung', 'beli', 'klau', 'ngeiklan', 'wajar']"
"jx expres gk sesuai nama,, lama banget pengirimanya bertele tele",1,0,jx expres sesuai nama pengirimanya tele tele,570,3.0,0.5972,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['jx', 'expres', 'sesuai', 'nama', 'pengirimanya', 'tele', 'tele']"
Iklan di shopee gratis.Ongkirnya mahal sekali di shopee.,1,0,iklan shopee gratis ongkirnya mahal shopee,571,3.0,0.6797,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['iklan', 'aplikasi', 'gratis', 'ongkir', 'mahal', 'aplikasi']"
Kenapa saya tidak ada shopee food?,1,0,shopee food,572,1.0,0.9712,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'food']"
Kenapa saya liat beranda toko gak bisa? Gimana saya mau belanja? Sperti ngebug apl nya hahahaha,1,0,beranda toko belanja sperti ngebug apl hahahaha,573,1.0,0.7113,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['beranda', 'toko', 'belanja', 'sperti', 'ngebug', 'aplikasi', 'hahahaha']"
daftar gagal terus,1,0,daftar gagal,574,0.0,0.9853,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['daftar', 'gagal']"
Tiongkok mensubsidi pelaku bisnis yg mampu menjual produknya di markerplace luar negeri supaya negara dapat dolar dan membayar ren pada pedagangnya. Masih untung banyak.. makanya produk dalam negeri kalah bersaing dg produk tiongkok,1,0,tiongkok subsidi bisnis jual produk markerplace negeri negara dolar bayar ren dagang untung produk negeri kalah saing produk tiongkok,575,2.0,0.7213,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['tiongkok', 'subsidi', 'bisnis', 'jual', 'produk', 'markerplace', 'negeri', 'negara', 'dolar', 'bayar', 'ren', 'dagang', 'untung', 'produk', 'negeri', 'kalah', 'saing', 'produk', 'tiongkok']"
"Maaf min bintang saya kasih 2 aja, saya melihat macam² barang dilazada agak mahal produk yang dijualkan",2,0,maaf bintang barang dilazada mahal produk jual,576,2.0,0.5861,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['maaf', 'bintang', 'barang', 'dilazada', 'mahal', 'produk', 'jual']"
Sangat kecewa....kenapa akun saya dibatasi.apa salah saya,1,0,akun batas salah,577,0.0,0.9901,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['akun', 'batas', 'salah']"
"Sekarang lazada jelek, enggak kaya dulu masa harga diskon pas keluar harganya sama enggak di diskon Kalo dulu iya harga diskon mau cek out juga harga diskon . Sekarang di keranjang harga diskon mau keluar harga beda enggak sama di keranjang.!! Masa di keranjang harga asli udah di coret mau cek out malah hargane masih utuh enggak jadi di diskon.!! Sekarang lazada malesin.!!!!!!!",1,0,lazada kaya harga diskon pas harga diskon harga diskon cek out harga diskon keranjang harga diskon harga beda keranjang keranjang harga asli coret cek out hargane utuh diskon lazada malesin,578,2.0,0.6503,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['aplikasi', 'kaya', 'harga', 'diskon', 'pas', 'harga', 'diskon', 'harga', 'diskon', 'cek', 'out', 'harga', 'diskon', 'keranjang', 'harga', 'diskon', 'harga', 'beda', 'keranjang', 'keranjang', 'harga', 'asli', 'coret', 'cek', 'out', 'hargane', 'utuh', 'diskon', 'aplikasi', 'malesin']"
Jd id selalu menggangu aku main games Misalnya produk huki,1,0,menggangu main games produk huki,579,3.0,0.6612,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['menggangu', 'main', 'games', 'produk', 'huki']"
Semua barang bisa COD ka,2,0,barang cod ka,580,3.0,0.6612,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['barang', 'cod', 'kakak']"
Apk ini sangat bagus bagus dan bagus sekali eviribadi��������,1,0,apk eviribadi,581,1.0,0.9712,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'eviribadi']"
Ada kejadian lucu ni Saya Pesen menggunakan cod kan 2x saya peseb Trus paket ngga dateng2 nih Trus aku yg dpt peringatan dong Apa salahku coba Paket saya ngga nyampek tapi yg dpt peringatan saya,1,0,lucu sen cod peseb paket dateng salah paket nyampek,582,3.0,0.739,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['lucu', 'sen', 'cod', 'peseb', 'paket', 'dateng', 'salah', 'paket', 'nyampek']"
"Hp saya tidak ada nomornya dan hanya memakai wifi, kenapa Lazada bisa mangirim promo ini saya ? Jangan jangan seperti yang lain hanya tipu tipu saja.",1,0,hp nomor pakai wifi lazada mangirim promo tipu tipu,583,2.0,0.4108,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['handphone', 'nomor', 'pakai', 'wifi', 'aplikasi', 'mangirim', 'promo', 'tipu', 'tipu']"
Shopeepay error vangke gabisa transaksi,1,0,shopeepay error vangke transaksi,584,0.0,0.9901,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['ewallet', 'error', 'vangke', 'transaksi']"
Kepada pihak shopeee yg trhormat Anda mnta sran...tp sran ny gak prnh d tanggapi...cma ok ok dan ok Tlong dngarkn jga pihak pmbeli yg kcwa Jngn brpihak k pdgang aja,2,0,shopeee trhormat mnta sran sran ny prnh tanggap cma tlong dngarkn pmbeli kcwa jngn brpihak pdgang,585,3.0,0.4988,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['shopeee', 'trhormat', 'mnta', 'sran', 'sran', 'ny', 'pernah', 'tanggap', 'cma', 'tlong', 'dngarkn', 'pmbeli', 'kcwa', 'jngn', 'brpihak', 'pdgang']"
Aplikasi nya bikin hp ku lemot!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,0,aplikasi bikin hp lot,586,0.0,0.9926,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['aplikasi', 'bikin', 'handphone', 'lemot']"
Lemot bgt.... Tolong donh diperbaiki di hp ram 2gb gak bisa jalan mulu padahal udh diupdate,1,0,lot tolong donh hp ram gb jalan mulu diupdate,587,0.0,0.9957,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['lemot', 'tolong', 'donh', 'handphone', 'ram', 'gb', 'jalan', 'melulu', 'diupdate']"
Halo tadi kan saya beli kaset 5 eh kok ga adq yang bisa tadi kan dah di coba 1 kali eh mau ganti kaset yang lain eh jadi semuanya ga bisa,1,0,beli kaset adq ganti kaset,588,0.0,0.4951,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['beli', 'kaset', 'adq', 'ganti', 'kaset']"
"Seller salah kirim. Dikasih nilai 1bintang ga bisa. Begitu dikasih nilai 5bintang, langsung bisa. Mau revisi nilai juga ga bisa. Seller penipu di report ga ada feedback.",1,0,seller salah kirim nilai bintang nilai bintang revisi nilai seller tipu report feedback,589,2.0,0.7722,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['seller', 'salah', 'kirim', 'nilai', 'bintang', 'nilai', 'bintang', 'revisi', 'nilai', 'seller', 'tipu', 'report', 'feedback']"
Klo iklan tau diri lah dimana mana iklan ngawur,1,0,iklan tau iklan ngawur,590,0.0,0.9901,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['iklan', 'tahu', 'iklan', 'sembarangan']"
Banyak barang palsu,1,0,barang palsu,591,2.0,0.9853,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['barang', 'palsu']"
"payahh KECEWA MASA SUSU BASI TETEP DIKIRIM, KIRA2 DONG KALAU MAU NGIRIM CEK DULU KEK.. SUSU SISA DI BUKA MASIH AJA DI KIRIMM.. MALES ANJIR������ PERCUMA HARGA MURAH TAPI GK MEMUASKAN.. LEBIH BAIK MAHAL TAPI TERJAMIN MEMUASKAN����������",1,0,payahh susu basi tetep kirim ngirim cek kek susu sisa kirimm males harga murah mahal jamin,592,3.0,0.5822,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['payahh', 'susu', 'basi', 'tetep', 'kirim', 'ngirim', 'cek', 'seperti', 'susu', 'sisa', 'kirimm', 'males', 'harga', 'murah', 'mahal', 'jamin']"
Apa ini masih berlaku produk apa aja nayg di tawarkan terus gimana caranya untuk memesan produk yang aq suka,1,0,produk nayg tawar mes produk,593,2.0,0.4975,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['produk', 'nayg', 'tawar', 'mes', 'produk']"
Sangat mengecewakan... Pesanan saya batalkan tp sampai berminggu2 sesudah proses refund dana saya tdk dikembalikan,1,0,pesan batal minggu proses refund dana,594,3.0,0.995,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['pesan', 'batal', 'minggu', 'proses', 'refund', 'dana']"
Kebanyakan Game gk jelas mending kalau dapet. Jaringan bagus Wifi kenceng lemotnya gk ketulungan. Cuma aplikasi Shopee doang yg lemot,1,0,game mending jaring wifi kenceng lot ketulungan aplikasi shopee lot,595,0.0,0.6055,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['game', 'lebih baik', 'jaring', 'wifi', 'kenceng', 'lemot', 'ketulungan', 'aplikasi', 'aplikasi', 'lemot']"
Buka lapak ongkir nya mahal tidak sesuai dengan yg di ekspedisinya,1,0,ongkir mahal sesuai ekspedisi,596,3.0,0.9926,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['ongkir', 'mahal', 'sesuai', 'ekspedisi']"
Mls anjir bukalapak pay later gua di bekukan najis padahal gua slalu bayar ga pernah telat mls lah gua hapus aja ga guna,1,0,mls bukalapak pay later beku najis slalu bayar telat mls hapus,597,3.0,0.5405,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['malas', 'aplikasi', 'bayar', 'later', 'beku', 'najis', 'selalu', 'bayar', 'terlambat', 'malas', 'hapus']"
Barang ya banyak yg ga sesuai pengiriman lambat,2,0,barang sesuai kirim lambat,598,3.0,0.6868,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['barang', 'sesuai', 'kirim', 'lambat']"
